Row ID,Order ID,Customer Key,Product Key,Order Date ID,Ship Date ID,Ship Mode ID,Location ID,Sales,Quantity,Discount,Revenue_Before_Discount,Profit,Profit_Margin,Ship_Duration,High_Discount_Flag
1316,CA-2016-145919,429,936,123,444,2,4,183.84,8,0.0,183.84,62.5056,0.34,5,0
1317,CA-2016-145919,429,414,123,444,2,4,579.3,5,0.0,579.3,28.965,0.05,5,0
1318,CA-2017-157651,67,937,390,818,2,75,14.2,1,0.2,17.749999999999996,3.3725,0.23750000000000002,4,0
1319,CA-2014-160773,430,908,269,261,2,263,575.92,2,0.2,719.8999999999999,71.99,0.125,4,0
1320,CA-2014-160773,430,615,269,261,2,263,5.184,6,0.7,17.279999999999998,-3.6288,-0.7,4,1
1321,CA-2017-167703,431,700,448,1294,2,94,5.229,3,0.7,17.429999999999996,-4.1832,-0.8,5,1
1322,CA-2017-167703,431,519,448,1294,2,94,285.552,2,0.2,356.94,35.694,0.125,5,0
1323,CA-2017-121804,432,938,449,145,2,264,72.8,5,0.0,72.8,19.656,0.27,5,0
1324,CA-2017-162635,433,939,450,1209,3,125,10.816,4,0.2,13.52,3.5152,0.325,1,0
1325,CA-2014-107153,434,422,451,463,2,129,46.26,3,0.0,46.26,12.4902,0.27,5,0
1326,US-2014-117058,98,940,280,993,3,156,17.46,6,0.8,87.30000000000003,-30.555,-1.75,3,1
1327,CA-2015-120439,58,883,452,653,2,75,51.072,6,0.2,63.84,5.1072,0.09999999999999999,4,0
1328,CA-2016-128258,435,753,453,179,3,212,11.34,1,0.0,11.34,5.5566,0.49000000000000005,2,0
1329,CA-2017-106033,436,941,454,1295,1,95,87.92,4,0.0,87.92,26.376,0.3,3,0
1330,CA-2016-142762,437,894,455,1023,2,10,37.05,3,0.0,37.05,16.302,0.44,4,0
1331,CA-2017-127705,438,501,456,922,2,204,2.97,1,0.4,4.95,-0.6435,-0.21666666666666665,4,1
1332,CA-2017-127705,438,457,456,922,2,204,27.44,2,0.2,34.3,2.401,0.0875,4,0
1333,CA-2014-122567,439,752,457,806,2,78,1.08,3,0.8,5.400000000000001,-1.728,-1.5999999999999999,5,1
1334,CA-2014-122567,439,942,457,806,2,78,7.96,2,0.8,39.80000000000001,-13.93,-1.75,5,1
1335,CA-2014-121664,7,716,458,1026,2,14,140.736,8,0.2,175.92,52.776,0.37500000000000006,4,0
1336,CA-2016-122133,440,943,459,455,2,265,552.56,4,0.0,552.56,0.0,0.0,7,0
1337,US-2017-123281,441,905,460,105,2,142,25.11,3,0.0,25.11,6.5286,0.26,5,0
1338,CA-2017-100524,442,944,186,460,1,165,29.78,2,0.0,29.78,8.0406,0.26999999999999996,2,0
1339,CA-2017-100524,442,945,186,460,1,165,677.58,3,0.0,677.58,176.1708,0.26,2,0
1340,CA-2017-100524,442,946,186,460,1,165,75.04,8,0.0,75.04,36.0192,0.4799999999999999,2,0
1341,CA-2017-113481,443,947,461,1296,3,223,695.7,2,0.5,1391.4,-27.828,-0.039999999999999994,2,1
1342,CA-2017-113481,443,865,461,1296,3,223,15.66,5,0.7,52.199999999999996,-12.528,-0.8,2,1
1343,CA-2017-113481,443,28,461,1296,3,223,28.854,6,0.7,96.17999999999998,-21.1596,-0.7333333333333334,2,1
1344,CA-2015-131758,42,948,72,933,2,266,47.82,3,0.0,47.82,14.346,0.3,4,0
1345,CA-2015-131758,42,949,72,933,2,266,13.05,5,0.0,13.05,6.003,0.45999999999999996,4,0
1346,CA-2014-118339,203,590,462,978,2,88,93.78,2,0.0,93.78,36.5742,0.38999999999999996,7,0
1347,CA-2014-118339,203,950,462,978,2,88,47.18,7,0.0,47.18,23.59,0.5,7,0
1348,CA-2014-118339,203,951,462,978,2,88,19.68,6,0.0,19.68,5.7072,0.29000000000000004,7,0
1349,CA-2014-118339,203,952,462,978,2,88,53.4,10,0.0,53.4,25.098,0.47,7,0
1350,CA-2014-118339,203,953,462,978,2,88,35.88,6,0.0,35.88,17.2224,0.48,7,0
1351,CA-2014-153976,444,813,463,1170,1,190,258.279,3,0.3,368.97,-70.1043,-0.2714285714285714,5,1
1352,CA-2016-162901,443,954,464,1045,3,102,31.4,2,0.0,31.4,7.85,0.25,3,0
1353,CA-2017-162978,353,522,465,1189,2,10,183.96,5,0.2,229.95,20.6955,0.11249999999999999,5,0
1354,CA-2017-162978,353,708,465,1189,2,10,17.61,3,0.0,17.61,8.4528,0.48,5,0
1355,CA-2017-162978,353,216,465,1189,2,10,300.904,1,0.2,376.13,11.2839,0.0375,5,0
1356,US-2014-160444,420,197,261,261,4,67,220.776,3,0.2,275.96999999999997,-44.1552,-0.19999999999999998,0,0
1357,US-2014-160444,420,912,261,261,4,67,281.424,11,0.2,351.78,-35.178,-0.125,0,0
1358,CA-2016-145247,445,955,466,682,3,176,79.14,3,0.0,79.14,36.4044,0.46,2,0
1359,CA-2017-160045,446,528,467,843,3,7,1.988,1,0.6,4.97,-1.4413,-0.725,1,1
1360,US-2014-151925,447,956,468,1202,1,14,145.568,2,0.2,181.96,0.0,0.0,5,0
1361,CA-2017-125199,448,667,16,1297,2,75,123.256,7,0.2,154.07,9.2442,0.075,6,0
1362,CA-2017-125199,448,957,16,1297,2,75,23.68,4,0.2,29.599999999999998,7.4,0.3125,6,0
1363,CA-2017-125199,448,958,16,1297,2,75,309.576,4,0.4,515.96,-56.7556,-0.18333333333333332,6,1
1364,US-2017-155425,449,625,469,344,3,116,38.388,14,0.7,127.95999999999998,-25.592,-0.6666666666666666,1,1
1365,US-2017-155425,449,959,469,344,3,116,95.994,2,0.7,319.97999999999996,-63.996,-0.6666666666666667,1,1
1366,US-2017-155425,449,960,469,344,3,116,239.952,6,0.2,299.94,-35.9928,-0.15000000000000002,1,0
1367,US-2017-155425,449,203,469,344,3,116,201.584,2,0.2,251.98,15.1188,0.075,1,0
1368,US-2017-155425,449,300,469,344,3,116,899.136,4,0.2,1123.9199999999998,-146.1096,-0.1625,1,0
1369,CA-2017-133249,450,288,142,498,3,267,145.9,5,0.0,145.9,62.737,0.43,3,0
1370,US-2015-103471,440,179,101,76,2,98,590.058,7,0.7,1966.8599999999997,-786.744,-1.3333333333333335,4,1
1371,US-2015-103471,440,629,101,76,2,98,14.04,3,0.2,17.549999999999997,1.5795,0.1125,4,0
1372,CA-2017-136672,451,961,470,847,2,235,49.08,3,0.0,49.08,4.908,0.1,5,0
1373,US-2014-157021,28,580,471,323,1,168,29.6,2,0.0,29.6,14.8,0.5,5,0
1374,US-2014-157021,28,962,471,323,1,168,17.088,4,0.2,21.36,5.5536,0.325,5,0
1375,CA-2015-120362,245,963,472,445,2,268,912.75,5,0.0,912.75,118.6575,0.13,5,0
1376,CA-2014-126361,105,964,473,129,1,269,1089.75,3,0.0,1089.75,305.13,0.27999999999999997,5,0
1377,CA-2014-126361,105,965,473,129,1,269,447.84,8,0.0,447.84,219.4416,0.49,5,0
1378,CA-2014-126361,105,966,473,129,1,269,16.4,5,0.0,16.4,4.264,0.26000000000000006,5,0
1379,CA-2014-126361,105,967,473,129,1,269,399.96,5,0.2,499.94999999999993,34.9965,0.0875,5,0
1380,CA-2014-126361,105,968,473,129,1,269,158.9,5,0.0,158.9,7.945,0.05,5,0
1381,CA-2014-126361,105,92,473,129,1,269,13.184,1,0.2,16.479999999999997,4.7792,0.36250000000000004,5,0
1382,US-2016-100566,452,584,324,370,2,174,83.952,3,0.6,209.88,-90.2484,-1.0750000000000002,6,1
1383,US-2016-108504,453,872,474,474,4,270,80.98,1,0.0,80.98,1.6196,0.019999999999999997,0,0
1384,US-2016-108504,453,969,474,474,4,270,348.84,9,0.0,348.84,170.9316,0.49000000000000005,0,0
1385,US-2016-108504,453,970,474,474,4,270,9.45,5,0.0,9.45,0.189,0.02,0,0
1386,US-2016-108504,453,268,474,474,4,270,18.84,3,0.0,18.84,7.1592,0.38,0,0
1387,US-2016-108504,453,575,474,474,4,270,239.98,2,0.0,239.98,52.7956,0.22,0,0
1388,US-2016-108504,453,971,474,474,4,270,167.96,2,0.0,167.96,78.9412,0.47,0,0
1389,US-2016-108504,453,140,474,474,4,270,104.85,3,0.0,104.85,28.3095,0.27,0,0
1390,US-2016-108504,453,298,474,474,4,270,484.83,3,0.0,484.83,126.0558,0.26,0,0
1391,US-2016-108504,453,448,474,474,4,270,122.97,3,0.0,122.97,60.2553,0.49,0,0
1392,US-2016-108504,453,233,474,474,4,270,154.44,3,0.0,154.44,1.5444,0.01,0,0
1393,US-2016-108504,453,63,474,474,4,270,342.37,7,0.0,342.37,160.9139,0.47000000000000003,0,0
1394,CA-2017-124828,454,182,446,1288,3,180,9.552,3,0.2,11.94,1.5522,0.1625,1,0
1395,US-2017-117247,317,972,450,337,2,174,652.45,5,0.5,1304.9,-430.617,-0.66,5,1
1396,US-2017-117247,317,973,450,337,2,174,66.645,3,0.5,133.29,-42.6528,-0.64,5,1
1397,CA-2016-124485,397,974,391,492,3,46,17.216,4,0.2,21.52,6.0256,0.35,2,0
1398,CA-2016-124485,397,610,391,492,3,46,11.56,2,0.0,11.56,5.6644,0.48999999999999994,2,0
1399,CA-2016-124485,397,177,391,492,3,46,88.4,4,0.0,88.4,11.492,0.13,2,0
1400,CA-2016-124485,397,975,391,492,3,46,6.48,1,0.0,6.48,3.1104,0.4799999999999999,2,0
1401,CA-2016-159212,455,48,475,733,2,271,21.8,2,0.0,21.8,6.104,0.27999999999999997,4,0
1402,CA-2016-159212,455,557,475,733,2,271,251.79,3,0.0,251.79,118.3413,0.47000000000000003,4,0
1403,US-2016-161396,40,976,476,135,2,48,205.176,2,0.4,341.96,-58.1332,-0.2833333333333334,6,1
1404,US-2016-161396,40,977,476,135,2,48,419.4,5,0.2,524.2499999999999,146.79,0.35,6,0
1405,US-2014-118486,175,506,323,919,3,106,10.304,1,0.2,12.879999999999999,-2.1896,-0.2125,2,0
1406,US-2014-118486,175,978,323,919,3,106,154.764,3,0.4,257.94000000000005,-36.1116,-0.23333333333333334,2,1
1407,US-2014-118486,175,172,323,919,3,106,116.784,2,0.2,145.98,21.897,0.18749999999999997,2,0
1408,CA-2016-130407,31,979,477,48,2,24,75.48,2,0.0,75.48,19.6248,0.26,4,0
1409,CA-2016-130407,31,297,477,48,2,24,39.98,2,0.0,39.98,9.995,0.25,4,0
1410,US-2016-122245,456,737,478,956,2,52,393.165,3,0.5,786.33,-204.4458,-0.5199999999999999,5,1
1411,CA-2017-105144,450,430,260,344,2,71,23.68,2,0.2,29.599999999999998,8.88,0.37500000000000006,7,0
1412,CA-2016-136329,64,630,479,1298,2,46,408.006,2,0.1,453.34,72.5344,0.1777777777777778,4,0
1413,CA-2016-136329,64,480,479,1298,2,46,165.28,4,0.0,165.28,14.8752,0.09,4,0
1414,CA-2014-146640,457,980,480,261,2,24,334.768,7,0.2,418.4599999999999,108.7996,0.325,5,0
1415,CA-2017-115994,458,915,481,1299,1,147,239.97,3,0.0,239.97,26.3967,0.11,3,0
1416,CA-2017-115994,458,981,481,1299,1,147,37.74,3,0.0,37.74,12.8316,0.33999999999999997,3,0
1417,CA-2015-126697,459,982,482,497,3,17,946.344,7,0.2,1182.93,118.293,0.125,3,0
1418,CA-2015-126697,459,726,482,497,3,17,151.2,3,0.2,188.99999999999997,32.13,0.21250000000000002,3,0
1419,CA-2015-126697,459,51,482,497,3,17,4.928,4,0.6,12.319999999999999,-1.4784,-0.3,3,1
1420,CA-2015-124800,460,983,121,1239,2,155,86.272,4,0.2,107.84,31.2736,0.36249999999999993,4,0
1421,CA-2015-124800,460,262,121,1239,2,155,72.588,2,0.7,241.95999999999995,-48.392,-0.6666666666666667,4,1
1422,CA-2015-124800,460,984,121,1239,2,155,60.672,2,0.2,75.83999999999999,14.4096,0.2375,4,0
1423,CA-2015-124800,460,698,121,1239,2,155,77.031,9,0.7,256.77,-59.0571,-0.7666666666666666,4,1
1424,CA-2015-124800,460,353,121,1239,2,155,119.904,6,0.2,149.88,-1.4988,-0.012499999999999999,4,0
1425,CA-2015-124800,460,985,121,1239,2,155,263.96,5,0.2,329.94999999999993,23.0965,0.08750000000000001,4,0
1426,CA-2015-124800,460,419,121,1239,2,155,363.648,4,0.2,454.56,-86.3664,-0.2375,4,0
1427,US-2015-164448,461,526,90,1259,1,206,9.728,2,0.2,12.159999999999998,3.2832,0.3375,4,0
1428,US-2015-164448,461,112,90,1259,1,206,14.75,5,0.0,14.75,7.08,0.48,4,0
1429,US-2015-164448,461,986,90,1259,1,206,29.8,5,0.2,37.25,9.3125,0.3125,4,0
1430,US-2015-164448,461,581,90,1259,1,206,427.42,14,0.0,427.42,196.6132,0.46,4,0
1431,CA-2017-122700,300,522,201,330,2,48,220.752,8,0.4,367.92,-40.4712,-0.18333333333333335,4,1
1432,CA-2014-120768,6,987,175,1060,1,257,152.76,6,0.0,152.76,74.8524,0.49000000000000005,2,0
1433,CA-2014-120768,6,516,175,1060,1,257,7.27,1,0.0,7.27,1.9629,0.27,2,0
1434,CA-2014-120768,6,71,175,1060,1,257,1819.86,14,0.0,1819.86,163.7874,0.09,2,0
1435,US-2016-153129,225,988,483,946,2,60,33.9,5,0.0,33.9,15.594,0.46,4,0
1436,CA-2017-106852,462,989,309,819,2,272,31.104,6,0.2,38.879999999999995,10.8864,0.35000000000000003,7,0
1437,CA-2017-106852,462,951,309,819,2,272,5.248,2,0.2,6.56,0.5904,0.1125,7,0
1438,CA-2015-139731,33,990,53,53,4,140,263.88,3,0.2,329.84999999999997,42.8805,0.1625,0,0
1439,CA-2015-139731,33,484,53,53,4,140,2453.43,5,0.3,3504.9,-350.49,-0.14285714285714288,0,1
1440,CA-2017-122735,218,991,484,5,1,260,29.7,5,0.0,29.7,13.365,0.45,3,0
1441,CA-2017-122735,218,992,484,5,1,260,39.96,4,0.0,39.96,17.982,0.44999999999999996,3,0
1442,CA-2017-128160,463,711,485,166,1,95,36.672,2,0.2,45.839999999999996,11.46,0.31250000000000006,5,0
1443,CA-2017-117695,464,321,486,1300,3,127,13.76,2,0.0,13.76,6.3296,0.46,3,0
1444,CA-2015-166135,465,124,487,1273,2,43,139.424,4,0.2,174.28,17.428,0.125,5,0
1445,CA-2016-133725,108,904,455,317,2,37,1979.928,9,0.2,2474.91,148.4946,0.075,5,0
1446,CA-2017-102337,175,233,488,115,3,156,164.736,4,0.2,205.92,-39.1248,-0.23750000000000002,3,0
1447,CA-2017-102337,175,993,488,115,3,156,470.302,7,0.3,671.8600000000001,-87.3418,-0.18571428571428572,3,1
1448,CA-2017-102337,175,994,488,115,3,156,47.984,2,0.2,59.98,5.998,0.125,3,0
1449,US-2014-112564,379,995,489,1301,3,64,2.502,3,0.7,8.339999999999998,-1.7514,-0.7000000000000001,1,1
1450,CA-2015-145821,81,996,490,821,2,142,88.752,3,0.2,110.93999999999998,11.094,0.125,6,0
1451,US-2015-160150,466,997,491,604,3,52,2.025,1,0.7,6.749999999999999,-1.35,-0.6666666666666667,1,1
1452,CA-2016-133711,467,886,492,897,3,273,70.98,7,0.0,70.98,34.7802,0.49,3,0
1453,CA-2016-133711,467,998,492,897,3,273,91.68,3,0.0,91.68,45.84,0.5,3,0
1454,CA-2016-133711,467,997,492,897,3,273,33.75,5,0.0,33.75,16.875,0.5,3,0
1455,CA-2016-133711,467,999,492,897,3,273,3040.0,8,0.0,3040.0,1459.2,0.48000000000000004,3,0
1456,CA-2017-148474,468,1000,493,250,2,113,91.2,3,0.0,91.2,41.952,0.45999999999999996,7,0
1457,CA-2017-148474,468,1001,493,250,2,113,452.94,3,0.0,452.94,67.941,0.15,7,0
1458,CA-2015-111297,465,327,494,292,2,274,52.2,9,0.0,52.2,23.49,0.44999999999999996,4,0
1459,CA-2016-123722,469,640,478,394,2,275,15.936,4,0.2,19.919999999999998,5.1792,0.325,6,0
1460,CA-2014-155271,5,1002,418,418,4,265,27.46,2,0.0,27.46,9.8856,0.36,0,0
1461,CA-2015-119907,96,1003,495,576,2,6,55.424,2,0.2,69.28,19.3984,0.35,7,0
1462,US-2016-128902,470,617,22,544,2,276,244.006,2,0.3,348.58000000000004,-31.3722,-0.12857142857142856,4,1
1463,CA-2016-152289,19,410,371,771,3,90,159.984,2,0.2,199.98,43.9956,0.275,2,0
1464,CA-2016-152289,19,857,371,771,3,90,1024.716,6,0.3,1463.8799999999999,-29.2776,-0.028571428571428574,2,1
1465,US-2016-104794,471,802,187,1055,3,30,3.68,2,0.0,3.68,1.8032,0.48999999999999994,3,0
1466,CA-2014-151708,94,768,234,1302,2,277,121.376,4,0.2,151.72,-3.0344,-0.025,6,0
1467,CA-2014-151708,94,98,234,1302,2,277,95.976,3,0.2,119.97,-10.7973,-0.1125,6,0
1468,CA-2015-100769,275,658,496,496,4,134,255.968,4,0.2,319.96,31.996,0.125,0,0
1469,CA-2017-139199,461,1004,35,1097,2,152,872.94,3,0.0,872.94,226.9644,0.26,4,0
1470,CA-2017-139199,461,351,35,1097,2,152,41.54,2,0.0,41.54,19.5238,0.47000000000000003,4,0
1471,CA-2017-139199,461,1005,35,1097,2,152,12.96,2,0.0,12.96,6.2208,0.4799999999999999,4,0
1472,US-2015-161466,22,1006,497,875,1,75,6.848,2,0.2,8.559999999999999,0.5992,0.0875,3,0
1473,CA-2017-164959,472,689,498,664,2,26,8.67,3,0.0,8.67,4.0749,0.47000000000000003,4,0
1474,US-2015-105676,393,1007,495,1258,4,67,6.688,4,0.6,16.72,-4.0128,-0.6000000000000001,1,1
1475,CA-2016-113138,473,1008,259,882,2,278,17.28,6,0.0,17.28,5.0112,0.29,6,0
1476,CA-2016-113138,473,778,259,882,2,278,17.712,3,0.2,22.139999999999997,6.4206,0.36250000000000004,6,0
1477,US-2017-104955,345,1009,499,669,2,24,28.91,7,0.0,28.91,13.2986,0.46,5,0
1478,CA-2016-121958,474,661,374,1020,2,279,52.136,7,0.2,65.17,5.8653,0.1125,4,0
1479,CA-2017-121468,45,434,124,226,3,280,31.968,4,0.2,39.96,2.3976,0.07500000000000001,1,0
1480,US-2016-108455,178,1010,500,17,2,35,25.92,4,0.0,25.92,12.4416,0.4799999999999999,6,0
1481,US-2016-108455,178,1011,500,17,2,35,40.46,7,0.0,40.46,19.8254,0.48999999999999994,6,0
1482,US-2016-108455,178,1012,500,17,2,35,33.87,3,0.0,33.87,8.8062,0.26,6,0
1483,CA-2017-101210,387,488,327,736,1,281,9.728,2,0.2,12.159999999999998,1.7024,0.175,3,0
1484,CA-2017-101210,387,1013,327,736,1,281,3.424,1,0.2,4.279999999999999,1.07,0.3125,3,0
1485,US-2016-108098,292,1014,501,808,2,61,177.0,3,0.0,177.0,30.09,0.17,4,0
1486,CA-2014-119032,475,1015,502,641,2,46,3.76,2,0.0,3.76,1.316,0.35000000000000003,6,0
1487,CA-2015-140410,476,1016,503,210,2,142,1212.848,7,0.2,1516.06,106.1242,0.08750000000000001,4,0
1488,CA-2015-140410,476,1017,503,210,2,142,89.97,3,0.0,89.97,37.7874,0.42,4,0
1489,CA-2015-140410,476,379,503,210,2,142,42.6,3,0.0,42.6,16.614,0.39,4,0
1490,CA-2014-136280,477,817,504,777,2,106,5.04,2,0.2,6.3,1.764,0.35,7,0
1491,CA-2017-151911,394,37,505,1025,1,24,62.96,4,0.0,62.96,28.332,0.45,5,0
1492,CA-2017-166436,478,1018,222,355,2,46,5.88,1,0.0,5.88,2.8812,0.49000000000000005,4,0
1493,CA-2017-166436,478,324,222,355,2,46,977.292,6,0.1,1085.88,173.7408,0.17777777777777778,4,0
1494,CA-2017-139661,479,764,506,133,2,173,9.64,2,0.0,9.64,3.6632,0.37999999999999995,4,0
1495,CA-2014-123925,168,819,507,175,1,113,40.05,3,0.0,40.05,11.214,0.28,2,0
1496,CA-2017-152485,480,854,508,566,2,282,10.192,7,0.2,12.74,3.185,0.3125,4,0
1497,CA-2017-152485,480,1019,508,566,2,282,16.784,1,0.2,20.979999999999997,-0.2098,-0.0125,4,0
1498,CA-2017-152485,480,170,508,566,2,282,13.12,5,0.2,16.4,3.772,0.2875,4,0
1499,CA-2016-141586,72,110,509,202,3,35,18.16,5,0.2,22.7,6.583,0.3625,3,0
1500,CA-2017-130386,160,187,106,552,2,111,16.056,3,0.2,20.07,5.8203,0.36249999999999993,6,0
1501,CA-2017-130386,160,1020,106,552,2,111,223.056,9,0.2,278.82,69.705,0.3125,6,0
1502,CA-2017-130386,160,907,106,552,2,111,540.048,3,0.2,675.06,-47.2542,-0.0875,6,0
1503,CA-2016-100468,402,1021,391,50,2,63,33.52,2,0.2,41.9,3.352,0.09999999999999999,7,0
1504,CA-2016-100468,402,528,391,50,2,63,9.94,2,0.0,9.94,3.0814,0.31,7,0
1505,CA-2015-153388,481,60,510,977,2,26,6.72,4,0.0,6.72,3.36,0.5,6,0
1506,CA-2015-153388,481,1022,510,977,2,26,1004.976,6,0.2,1256.22,-175.8708,-0.17500000000000002,6,0
1507,CA-2017-154935,482,986,166,615,2,24,17.88,3,0.2,22.349999999999998,5.5875,0.31250000000000006,5,0
1508,CA-2016-134208,474,1023,43,714,2,113,396.0,4,0.0,396.0,190.08,0.48000000000000004,6,0
1509,CA-2017-108294,61,1024,390,390,4,199,34.5,3,0.0,34.5,15.525,0.45,0,0
1510,CA-2017-103611,342,1007,511,176,3,2,8.36,2,0.0,8.36,3.0096,0.36,3,0
1511,CA-2017-100384,469,282,93,871,2,283,385.6,8,0.0,385.6,111.824,0.29,7,0
1512,CA-2017-100384,469,182,93,871,2,283,35.82,9,0.0,35.82,11.8206,0.33,7,0
1513,CA-2017-112809,155,226,239,1030,2,78,200.064,3,0.2,250.07999999999998,12.504,0.0625,4,0
1514,CA-2017-112809,155,411,239,1030,2,78,21.38,5,0.8,106.90000000000002,-33.139,-1.5500000000000003,4,1
1515,CA-2017-112809,155,675,239,1030,2,78,6.744,4,0.8,33.720000000000006,-11.4648,-1.7000000000000002,4,1
1516,US-2017-160759,483,956,158,95,2,75,63.686,1,0.3,90.98,-9.098,-0.14285714285714288,6,1
1517,CA-2017-148446,267,490,390,818,1,284,1669.6,4,0.0,1669.6,116.872,0.07,4,0
1518,CA-2014-111059,484,271,512,645,1,60,83.84,2,0.2,104.8,27.248,0.325,3,0
1519,CA-2014-111059,484,556,512,645,1,60,13.272,3,0.2,16.59,4.3134,0.32499999999999996,3,0
1520,CA-2017-116204,101,734,513,1303,1,95,21.336,7,0.2,26.669999999999998,7.7343,0.36250000000000004,3,0
1521,CA-2017-109946,485,1025,514,82,2,27,16.52,5,0.2,20.65,2.065,0.125,5,0
1522,CA-2015-144806,486,593,402,556,2,116,206.112,6,0.2,257.64,48.9516,0.2375,5,0
1523,CA-2015-144806,486,1026,402,556,2,116,19.92,5,0.2,24.900000000000002,6.723,0.33749999999999997,5,0
1524,CA-2015-144806,486,335,402,556,2,116,198.272,8,0.2,247.83999999999997,61.96,0.3125,5,0
1525,CA-2015-144806,486,233,402,556,2,116,247.104,6,0.2,308.88,-58.6872,-0.2375,5,0
1526,CA-2015-144806,486,31,402,556,2,116,86.304,6,0.2,107.88,9.7092,0.11249999999999999,5,0
1527,CA-2016-122392,171,1027,406,1275,2,285,4.16,2,0.2,5.2,0.364,0.0875,5,0
1528,CA-2016-122392,171,1028,406,1275,2,285,11.648,2,0.2,14.559999999999999,3.3488,0.28750000000000003,5,0
1529,CA-2015-148432,306,1029,210,114,1,286,26.18,7,0.0,26.18,0.5236,0.019999999999999997,3,0
1530,CA-2015-148432,306,1030,210,114,1,286,7.3,2,0.0,7.3,3.431,0.47000000000000003,3,0
1531,CA-2015-103793,297,1031,515,1053,2,230,74.352,3,0.2,92.94,23.235,0.3125,5,0
1532,CA-2017-159884,224,1032,516,529,2,287,10.744,1,0.2,13.43,0.8058,0.075,5,0
1533,CA-2017-159884,224,204,516,529,2,287,8.376,3,0.2,10.469999999999999,2.7222,0.325,5,0
1534,CA-2016-139885,226,1033,430,17,2,46,212.88,6,0.0,212.88,0.0,0.0,4,0
1535,CA-2017-124086,487,575,517,1303,2,288,203.983,2,0.15,239.98000000000002,16.7986,0.08235294117647059,4,0
1536,CA-2016-112389,488,1034,518,1263,2,289,40.74,3,0.0,40.74,0.4074,0.009999999999999998,4,0
1537,CA-2016-112389,488,1035,518,1263,2,289,11.67,3,0.0,11.67,3.0342,0.26,4,0
1538,CA-2017-121888,489,885,176,698,1,290,39.99,1,0.0,39.99,11.5971,0.29,2,0
1539,CA-2017-121888,489,360,176,698,1,290,16.28,2,0.0,16.28,6.512,0.39999999999999997,2,0
1540,CA-2017-121888,489,38,176,698,1,290,782.94,3,0.0,782.94,203.5644,0.26,2,0
1541,CA-2017-121888,489,1003,176,698,1,290,242.48,7,0.0,242.48,116.3904,0.48000000000000004,2,0
1542,CA-2014-166884,238,1036,519,879,1,48,8.32,5,0.2,10.4,2.288,0.27499999999999997,5,0
1543,CA-2014-166884,238,846,519,879,1,48,10.464,6,0.2,13.08,1.7004,0.16249999999999998,5,0
1544,CA-2014-107181,490,656,520,1215,2,143,82.896,3,0.2,103.61999999999999,29.0136,0.35,4,0
1545,CA-2014-107181,490,733,520,1215,2,143,34.24,4,0.0,34.24,16.0928,0.47,4,0
1546,CA-2014-150245,332,179,521,1039,1,291,1573.488,7,0.2,1966.86,196.686,0.125,4,0
1547,CA-2015-111395,147,922,522,155,2,66,335.52,4,0.2,419.4,117.432,0.35000000000000003,4,0
1548,CA-2015-111395,147,980,522,155,2,66,23.912,2,0.8,119.56000000000002,-40.6504,-1.7,4,1
1549,CA-2015-111395,147,1037,522,155,2,66,27.056,2,0.2,33.82,2.3674,0.0875,4,0
1550,CA-2014-134278,213,891,523,1002,3,165,559.992,1,0.2,699.9899999999999,174.9975,0.3125,2,0
1551,US-2017-124926,468,1038,39,552,1,15,9.324,6,0.8,46.62000000000001,-24.7086,-2.65,5,1
1552,CA-2016-159345,491,965,27,1304,2,143,111.96,2,0.0,111.96,54.8604,0.49,5,0
1553,CA-2014-130274,186,1039,524,953,3,292,21.56,7,0.0,21.56,10.3488,0.48000000000000004,2,0
1554,CA-2017-158386,492,692,525,209,2,127,124.75,5,0.0,124.75,57.385,0.45999999999999996,5,0
1555,CA-2015-111507,101,1040,526,1251,2,293,5.28,3,0.0,5.28,1.5312,0.29,7,0
1556,CA-2017-120761,493,44,508,566,2,256,91.96,4,0.0,91.96,39.5428,0.43000000000000005,4,0
1557,CA-2016-109176,494,1041,196,667,2,12,9.344,1,0.2,11.679999999999998,3.504,0.375,6,0
1558,CA-2016-109176,494,1042,196,667,2,12,79.36,5,0.2,99.19999999999999,9.92,0.125,6,0
1559,CA-2015-112116,189,978,200,1305,1,6,171.96,2,0.0,171.96,44.7096,0.26,2,0
1560,CA-2016-126809,495,697,527,1173,2,6,35.352,9,0.2,44.18999999999999,12.8151,0.3625,4,0
1561,CA-2014-105172,325,1043,528,1306,2,10,18.9,6,0.0,18.9,9.072,0.48,5,0
1562,CA-2017-107293,38,325,529,1280,3,61,2.78,1,0.0,2.78,0.7228,0.26,1,0
1563,US-2017-102890,496,4,161,161,4,165,1044.63,5,0.4,1741.0500000000002,-295.9785,-0.2833333333333333,0,1
1564,CA-2015-158554,497,205,530,530,4,64,11.352,3,0.2,14.19,4.1151,0.3625,0,0
1565,CA-2014-116239,53,1044,531,531,4,38,354.9,5,0.0,354.9,17.745,0.05,0,0
1566,CA-2015-132101,271,868,532,1307,2,60,453.576,3,0.2,566.97,39.6879,0.0875,6,0
1567,CA-2015-129112,498,1045,240,673,3,294,21.48,3,0.2,26.849999999999998,-0.2685,-0.0125,1,0
1568,CA-2015-129112,498,1046,240,673,3,294,8.784,4,0.8,43.920000000000016,-13.6152,-1.5499999999999998,1,1
1569,US-2017-152002,232,448,533,533,4,26,122.97,3,0.0,122.97,60.2553,0.49,0,0
